# ----------------------------------------
# E-commerce purchases: Item name
# Account: Twin Birds UA
# Property: Twin Birds GA4
# ----------------------------------------
# 
# All Users
# Start date: 20251101
# End date: 20260505
Item name,Items viewed,Items added to cart,Items purchased,Item revenue
Textured Night Pant - Merlot - XS / Merlot,1409,4,0,0
Viscose Kurti Pant - Off White - 2XL / Off White,1409,395,0,0
Saree Shaper - Black Pearl - L / Black Pearl / Regular -Upto 5'4,1408,398,0,0
Kids Cotton Ankle Legging - Carbon Black - 20 / Carbon Black,1403,11,0,0
Solid Knitted Palazzo Pants - Mocha Bean - 2XL / Mocha Bean,1401,44,0,0
Viscose Ankle Legging - Claypot - S / Claypot,1400,4,0,0
Straight Fit Saree Shaper - Gold Dust - S / Gold Dust,1387,22,0,0
Saree Shaper - Teal Blue,1385,123,1,898.999965
Shrug Asymentrical Hem - Grey Melange - 2XL / Grey Melange,1366,77,0,0
Basic V-Neck Tee - Black - XS / Black,1350,2,0,0
Cotton Capri Legging - La Burgandy - S / La Burgandy,1343,11,0,0
Cotton Stretch Straight Pant - Black Plus,1339,180,0,0
High Neck Frill Tee - Black - M / Black,1337,29,0,0
Shimmer Shawl - Olive Green,1336,63,0,0
Striped Palazzo - Moonlight Blue,1330,18,0,0
Cotton Ankle Legging - Olive - S / Olive,1323,7,0,0
Solid Wide Leg Palazzo - Pool Side - S / Pool Side,1306,1,0,0
Solid Wide Leg Palazzo - Vapour Violet - XL / Vapour Violet,1301,29,0,0
Cotton Churidar Legging - Mystic Pink,1300,105,0,0
Turtle Neck Ribbed Tee - Green,1298,12,0,0
Polka Dots Printed Co-ord Set - December Sky,1297,92,0,0
Matching Shawl - Grand Turquoise - Grand Turquoise,1293,116,0,0
Textured Pant Co-ord Set - Matcha,1291,43,2,2197.999949
Hoodie - Olive - M / Olive,1285,3,0,0
Solid Night Pant - Cherry berry - S / Cherry berry,1283,8,0,0
Shimmer Legging - Glam Pink,1282,134,3,2246.999994
Cotton Kurti Pant - Hyacinth Pond - S / Hyacinth Pond,1281,0,0,0
Cotton Capri Legging - Navy Classic - S / Navy Classic,1279,10,0,0
Solid Cotton Knitted Dress - Burgundy,1278,33,0,0
Skirt Shaper - Sugar Cookie - S / Sugar Cookie,1276,15,0,0
Solid Wide Leg Palazzo - Grape Vine - L / Grape Vine,1275,49,0,0
Solid Wide Leg Palazzo - Pink Paradise - S / Pink Paradise,1275,2,0,0
Cotton Stretch Straight Pant - Bright White,1270,151,0,0
Cotton Ankle Legging - Coral Flame - S / Coral Flame,1259,4,0,0
Solid Wide Leg Palazzo - Lip Stick,1257,107,0,0
Cotton Ankle Legging - Caramel Custard - S / Caramel Custard,1256,16,0,0
Solid Wide Leg Palazzo - Anthrazite Grey - XL / Anthrazite Grey,1244,34,0,0
Hoodie - Dark Pink - M / Dark Pink,1238,6,0,0
Striped Palazzo - Whisper Pink,1238,69,0,0
Solid Cotton Knitted Dress - Carbon Black - XL / Carbon Black,1236,31,0,0
Shimmer Shawl - Olive Green - Olive Green,1233,97,0,0
Textured Night Pant - Green Smoke,1230,72,0,0
Heart printed Night Pants - Grape Shake - XL / Grape Shake,1224,48,0,0
Saree Shaper - Pink Champagne - 2XL / Pink Champagne / Regular - Upto 5'4,1224,424,0,0
Solid Wide Leg Palazzo - Lip Stick - S / Lip Stick,1220,11,0,0
Shimmer Legging - Milky Way,1216,150,3,2246.999889
Cotton Kurti Pant - Green Army - S / Green Army,1215,2,0,0
Denim Jegging - Miami 90,1205,17,0,0
Sleek Kurti Pant - White - L / White,1200,50,0,0
Cotton Kurti Pant - Deep Vine - S / Deep Vine,1198,10,0,0
Kids Cotton Capri Legging - Carbon Black - 20 / Carbon Black,1196,5,0,0
Shimmer Shawl - Pink Champagne - Pink Champagne,1196,67,0,0
Shrug Classic - Black - S / Black,1195,9,0,0
Cotton Ankle Legging - Pink Paradise - S / Pink Paradise,1194,10,0,0
Solid Night Pant - Charcoal Grey - S / Charcoal Grey,1190,14,0,0
Cotton Kurti Pant - Pearl White - L / Peal White,1183,98,0,0
Solid Cotton Knitted Dress - Burgundy - M / La Burgundy,1182,11,0,0
Flexi Kurti Pant - Wine - 2XL / Wine,1180,103,0,0
Viscose Ankle Legging - Wild Orchid - S / Wild Orchid,1180,13,0,0
Kids Cotton Capri Legging - Caramel Custard - 20 / Caramel Custard,1171,0,0,0
Matching Shawl - Busy Bee - Busy Bee,1170,28,0,0
Flexi Indigo Jegging - Blu Bird 70 - XL / Blu Bird 70,1168,50,0,0
Metallic Straight Pant - Navy Horizon,1159,96,1,598.999973
Textured Pant Co-ord Set - Elephant Grey - XS / Elephant Grey,1159,9,0,0
Sleek Kurti Pant - White,1157,108,0,0
Women Denim Jean - Miami 90 - S / Miami 90,1157,10,0,0
Saree Shaper - Pink Champagne - 4XL / Pink Champagne / Regular - Upto 5'4,1156,116,0,0
Flexi Kurti Pant - Steel Grey - S / Steel Grey,1150,8,0,0
Shimmer Shawl - Milky Way - Milky Way,1127,165,0,0
Straight Fit Saree Shaper - Glam Pink - S / Glam Pink,1127,12,0,0
Solid Wide Leg Palazzo - Carbon Black - XL / Carbon Black,1105,236,0,0
Kids Cotton Capri Legging - Carbon Black - 28 / Carbon Black,1104,82,0,0
Textured Pant Co-ord Set - Mocha Mousse - S / Mocha Mousse,1103,26,0,0
Cotton Churidar Legging - Butter Scotch - S / Butter Scotch,1101,8,0,0
Cotton Churidar Legging - Caramel Custard - S / Caramel Custard,1096,4,0,0
Knotted Striped Palazzo - Moon Shadow - 2XL / Moon Shadow,1089,12,0,0
Saree Shaper - Glam Pink - L / Glam Pink / Regular - Upto 5'4,1087,191,0,0
Cotton Churidar Legging - Carbon Black - S / Carbon Black,1081,28,0,0
Active T-Shirt - Black,1078,17,1,399.000009
Shimmer Shawl - Gold Mine,1076,49,0,0
Ruffle Top - Green Tree,1071,4,0,0
Saree Shaper - Desert Dazzle - L / Desert Dazzle / Regular - Upto 5'4,1071,259,0,0
Denim Jegging- Boston 000 - M / Boston 000,1065,11,0,0
Flexi Kurti Pant - Navy Ribbon,1064,82,0,0
Solid Wide Leg Palazzo - Fiery Orange,1061,50,0,0
Women Wide Jean - Miami 90 - S / Miami 90,1061,7,0,0
Solid Night Pant - Cherry berry - XL / Cherry berry,1060,54,0,0
Cotton Kurti Pant - Bubble Gum - XL / Bubble Gum,1058,65,0,0
Daisy printed Night Pants - Jet Black,1058,148,1,599.000012
Shimmer Legging - Gold Mine - M / Gold Mine,1055,99,0,0
Viscose Churidar Legging - Parrot Green - S / Parrot Green,1055,3,0,0
Shrug Asymentrical Hem - Black - S / Black,1054,6,0,0
Sweat Shirt - Off White - S / Off White,1053,3,0,0
Shimmer Legging - Curious Copper,1048,28,0,0
Striped Palazzo - Jet Black,1048,0,0,0
Cotton Ankle Legging - Butter Scotch,1043,121,2,1097.999985
Solid Night Pant - Grey Melange - S / Grey Melange,1042,9,0,0
Viscose Ankle Legging - Black Plus,1041,276,2,1098.000006
High Neck Graphic Tee - Black - S / Black,1036,2,0,0
Cotton Ankle Legging - Ivory Snow - S / Ivory Snow,1032,17,0,0
Shimmer Shawl - Soul Gem - Soul Gem,1029,92,0,0
Solid Wide Leg Palazzo - Lucky Bamboo - S / Lucky Bamboo,1029,6,0,0
High Waist Denim Jeans - Pearl White,1028,53,0,0
Solid Night Pant - Grey Melange,1028,121,0,0
Cotton Churidar Legging - Cotton Candy - S / Cotton Candy,1022,6,0,0
Cotton Churidar Legging - Orchid Lilac - S / Orchid Lilac,1020,4,0,0
Knotted Striped Palazzo - Anthrazite Grey,1019,0,0,0
Viscose 7/8 High Ankle/Cropped Leggings - White Plus - XL / White Plus,1016,106,0,0
Textured Night Pant - Belgian Cocoa - 2XL / Belgian Cocoa,1014,88,0,0
Performance Tights Mid Waist - Merlot - S / Merlot,1006,2,0,0
Straight Fit Saree Shaper - Black Pearl - S / Black Pearl / Regular - Upto 5'4,999,22,0,0
Solid Cotton Straight Pant - Sugar Cookie - S / Sugar Cookie,998,2,0,0
Cotton Stretch Straight Pant - Burgundy - S / Burgundy,996,4,0,0
Kids Cotton Ankle Legging - Carbon Black,996,105,0,0
Sleek Kurti Pant - Creme De La Creme - S / Creme De La Creme,993,11,0,0
Viscose Ankle Legging - Mulberry - S / Mulberry,993,3,0,0
Solid Wide Leg Palazzo - Fiery Orange - S / Fiery Orange,989,4,0,0
Cotton Capri Legging - La Burgandy,988,67,0,0
Matching Shawl - Olive,986,42,0,0
Shimmer Legging - Sugar Cookie,977,60,0,0
Shimmer Legging - Soul Gem,974,50,1,749.000031
Textured Pant Co-ord Set - Pale Mauve,970,33,0,0
Striped Palazzo - White,965,26,0,0
Cotton Ankle Legging - La Burgandy - S / La Burgandy,964,17,0,0
High Waist Denim Jeans - Pearl White - S / Pearl White,963,12,0,0
Flexi Indigo Jegging - Black Cat 000 - S / Black Cat 000,961,9,0,0
Viscose Ankle Legging - Cherry Berry - S / Cherry Berry,959,9,0,0
Saree Shaper - Red Velvet - 2XL / Red Velvet / Regular - Upto 5'4,957,255,0,0
Textured Pant Co-ord Set - Elephant Grey - M / Elephant Grey,954,26,0,0
Bamboo Modal Ankle Legging - White - S / White,945,8,0,0
Sweat Shirt - Black - S / Black,945,1,0,0
Sleek Kurti Pant - Carbon Black - S / Carbon Black,943,12,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Green - S / Green,943,20,0,0
Viscose Ankle Legging - Beauty Berry - S / Beauty Berry,943,6,0,0
Ribbed Crop Top - Black - S / Black,941,3,0,0
Shimmer Legging - Blue Diamond,941,73,1,748.99998
Viscose Ankle Legging - Plum Jam - S / Plum Jam,936,3,0,0
Sleek Kurti Pant - Butter Scotch - S / Butter Scotch,935,6,0,0
Sleek Kurti Pant - Caramel Custard - S / Caramel Custard,931,2,0,0
Rainbow Printed Co-ord Set - Jet Black,929,69,0,0
Oversized Texture Shirt - White,921,45,0,0
Cotton Stretch Straight Pant - Deep Navy - S / Deep Navy,919,7,0,0
Textured Night Pant - Black,919,90,0,0
Women Wide Jean - Botson 000,911,20,0,0
Viscose Ankle Legging - Fiery Orange - S / Fiery Orange,907,13,0,0
Denim Jegging - Miami 90 - S / Miami 90,902,1,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Vanilla - S / Vanilla,901,28,0,0
Matching Shawl - Cotton Candy - Cotton Candy,899,114,0,0
Flexi Kurti Pant - Pink Paradise,897,78,1,598.999974
Straight Fit Saree Shaper - Silver Coin - S / Silver Coin,895,7,0,0
Solid Cotton Knitted Dress - Carbon Black,894,24,0,0
Cotton Stretch Straight Pant - Creme de la Crème,888,105,0,0
Round Neck Rib Tee - Black,888,17,0,0
Women Denim Jean - Botson 000,888,23,0,0
Puppies Printed Co-ord Set - Bisque,884,72,1,998.99998
Cotton Ankle Legging - Pink Punch - S / Pink Punch,882,6,0,0
Shimmer Shawl - Glam Pink - Glam Pink,881,94,0,0
Skirt Shaper - Sugar Cookie,876,98,2,798.000004
Cotton Kurti Pant - Deep Vine,874,61,0,0
Cotton Ankle Legging - Wild Rose - S / Wild Rose,872,18,0,0
Cotton Shawl - Caramel Custard - Caramel Custard,871,7,0,0
Flexi Indigo Jegging - Anthrazite Grey - S / Anthrazite Grey,870,0,0,0
Shimmer Shawl - Pink Champagne,867,49,0,0
High Neck Longline Top - Black - S / Black,865,4,0,0
Women Wide Jean - Kansas 40 - S / Kansas 40,863,0,0,0
Cotton Ankle Legging - Blue Heaven - S / Blue Heaven,861,10,0,0
Textured Night Pant - Merlot,861,67,0,0
Sleek Kurti Pant - Grape Vine - S / Grape Vine,856,7,0,0
Straight Fit Saree Shaper - Red Velvet - S / Red Velvet,856,13,0,0
Cotton Churidar Legging - Cactus - S / Cactus,854,10,0,0
Cotton Churidar Legging - Pearl white,854,295,4,2396.000072
Puppies Printed Co-ord Set - Bisque - M / Bisque,853,21,0,0
Classic Polo Tee - Black,851,12,2,1197.999991
Denim Jegging - Texas 10 - L / Texas 10,851,15,0,0
Cotton Ankle Legging - Vapour Violet - S / Vapour Violet,849,14,0,0
Viscose Kurti Pant - Black - XL / Black,849,798,0,0
Shrug Lace - Maroon - S / Maroon,847,5,0,0
Knotted Striped Palazzo - Cuban Sand - S / Cuban Sand,843,6,0,0
Flexi Indigo Jegging - Blu Ray 10 - S / Blu Ray 10,842,1,0,0
Cotton Ankle Legging - Lava Red - S / Lava Red,840,7,0,0
Cotton Ankle Legging - New Leaf - S / New Leaf,840,28,0,0
Solid Cotton Straight Pant - Black - S / Black,840,9,0,0
Cotton Churidar Legging - Blue Chip - S / Blue Chip,838,2,0,0
Cotton Kurti Pant - Green Army,824,39,0,0
Beach Elements Printed Co-ord Set - Navy Peony,820,111,0,0
Saree Shaper - Milky Way - XL / Milky Way / Regular - Upto 5'4,820,151,0,0
Solid Night Pant - Deep navy - XL / Deep navy,817,60,0,0
Teddy Printed Collared Co-ord Set- Maple Syrup - S / Maple Syrup,815,18,0,0
Solid Wide Leg Palazzo - Ink Blue,812,39,0,0
Shimmer Legging - Red Velvet,810,71,1,748.99998
Striped Palazzo - Moonlight Blue - L / Moonlight Blue,808,19,0,0
Viscose Kurti Pant - Anthrazite Grey - 4XL / Anthrazite Grey,808,101,0,0
Women Denim Jean - Kansas 40 - S / Kansas 40,805,6,0,0
Kids Cotton Capri Legging - Pearl White,804,96,3,1097.000056
Solid Cotton Knitted Dress - Grape Vine - S / Grape Vine,803,3,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Cherry Berry - S / Cherry Berry,801,12,0,0
Stretch Sports Vest Reversible - Black,800,32,0,0
Metallic Straight Pant - Navy Horizon - L / Navy Horizon,799,50,0,0
Shrug Long Line - Black - S / Black,799,10,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Wild Orchid - 2XL / Wild Orchid,798,32,0,0
Matching Shawl - Sand Castle - Sand Castle,793,100,0,0
Beach Elements Printed Co-ord Set - Navy Peony - S / Navy Peony,790,29,0,0
Cotton Ankle Legging - Flirty Flamingo - S / Flirty Flamingo,789,6,0,0
Sleek Kurti Pant - Pink Punch - S / Pink Punch,787,2,0,0
Cotton Churidar Legging - Deep Purple - S / Deep Purple,786,11,0,0
Sleek Kurti Pant - La Burgandy - S / La Burgandy,784,4,0,0
Shrug Classic - Lavender - S / Lavender,782,2,0,0
Cotton Churidar Legging - Ivory Snow - S / Ivory Snow,781,4,0,0
Polka Dots Printed Co-ord Set - December Sky - S / December Sky,781,26,0,0
Relaxed Fit Tee – Dusty Green - 2XL / Dusty Green,781,22,0,0
Solid Knitted Palazzo Pants - Carbon Black - S / Carbon Black,779,1,0,0
Striped Palazzo - Whisper Pink - S / Whisper Pink,778,3,0,0
Waterfall Pant - Navy,776,42,0,0
Cotton Ankle Legging - Cactus - S / Cactus,775,7,0,0
Kids Solid Shorts Co-ord - Camellia Peach - 26 / Camellia Peach,774,0,0,0
Linen Straight Pant - Navy,773,30,0,0
Shimmer Shawl - Curious Copper - Curious Copper,771,39,0,0
Sleek Kurti Pant - Pink Paradise - S / Pink Paradise,771,4,0,0
Striped Palazzo - White - S / White,770,2,0,0
Viscose Ankle Legging - Beet Root - S / Beet Root,770,7,0,0
Cotton Ankle Legging - Sky Fall - S / Sky Fall,767,10,0,0
Kids Cotton Capri Legging - Caramel Custard,767,14,0,0
Cotton Churidar Legging - Wild Rose,766,57,1,599.000028
Cotton Churidar Legging - Pink Paradise - S / Pink Paradise,765,9,0,0
Flexi Indigo Jegging - Blue Moon,765,31,0,0
Cotton Churidar Legging - Burgandy - S / Burgandy,764,6,0,0
Denim Jegging - Texas 10 - M / Texas 10,764,3,0,0
Cotton Ankle Legging - Pure Magenta - S / Pure Magenta,763,8,0,0
Saree Shaper - Pink Champagne - 3XL / Pink Champagne / Regular - Upto 5'4,763,183,0,0
Oversized Texture Shirt - Wavy Navy,761,48,0,0
Oversize Tee - Blue Mirage - XS / Blue Mirage,760,6,0,0
Saree Shaper - Sugar Cookie - L / Sugar Cookie / Regular - Upto 5'4,758,124,0,0
Cotton Churidar Legging - Mehandi Maroon - S / Mehandi Maroon,757,7,0,0
Cotton Ankle Legging - Red Chilli - S / Red Chilli,755,13,0,0
Shrug Asymentrical Hem - Grey Melange - S / Grey Melange,752,8,0,0
Cotton Churidar Legging - Bottle Green - S / Bottle Green,748,7,0,0
Knotted Striped Palazzo - Navy Ribbon - S / Navy Ribbon,748,1,0,0
Floral Printed Co-ord Set - Madder Brown - S / Madder Brown,747,30,0,0
Shrug Lace - Black - XL / Black,747,28,0,0
Solid Wide Leg Palazzo - Ink Blue - S / Ink Blue,747,3,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Vanilla - XL / Vanilla,745,56,0,0
Cotton Churidar Legging - Carbon Black,744,312,2,1197.999974
Cotton Stretch Straight Pant - Caramel Custard,744,45,1,699.000043
Saree Shaper - Pink Champagne - XL / Pink Champagne / Regular - Upto 5'4,744,367,0,0
Solid Wide Leg Palazzo - Bubble Gum - M / Bubble Gum,740,13,0,0
Solid Wide Leg Palazzo - Lucky Bamboo - M / Lucky Bamboo,736,6,0,0
Cotton Kurti Pant - Lipstick,733,80,0,0
Viscose Ankle Legging - Wheat Grain - S / Wheat Grain,733,12,0,0
Saree Shaper - Gold Dust - 2XL / Gold Dust / Regular - Upto 5'4,732,151,0,0
Cotton Kurti Pant - Hyacinth Pond,729,46,0,0
Viscose Ankle Legging - White Plus,729,162,1,549.000036
Shimmer Shawl - Red Velvet - Red Velvet,728,60,0,0
Sleek Kurti Pant - Green Tree - S / Green Tree,728,1,0,0
Dog printed Night Pants - Mocha Mouse,725,72,0,0
Cotton Churidar Legging - Wild Rose - S / Wild Rose,724,8,0,0
Viscose Churidar Legging - Beauty Berry - S / Beauty Berry,724,3,0,0
Shimmer Legging - Watermelon,721,28,4,2996.000049
Cotton Ankle Legging - Navy Classic - S / Navy Classic,720,8,0,0
Solid Night Shorts - Deep Navy,720,104,1,299.000026
Viscose Ankle Legging - Vanilla - S / Vanilla,720,11,0,0
Cotton Capri Legging - New Leaf - S / New Leaf,717,5,0,0
High Neck Frill Tee - Black,716,36,1,498.999997
Solid Night Shorts - Cherry Berry,716,82,0,0
Knotted Striped Palazzo - Anthrazite Grey - S / Anthrazite Grey,714,2,0,0
Solid Cotton Knitted Dress - Pink Paradise - S / Pink Paradise,713,1,0,0
Shrug Asymentrical Hem - Mustard - S / Mustard,708,3,0,0
High Waist Denim Jeans - Boston 000,706,68,1,1198.999974
Shimmer Legging - Sugar Cookie - S / Sugar Cookie,706,7,0,0
Cotton Churidar Legging - Mint Olive - S / Mint Olive,704,5,0,0
Cotton Churidar Legging - Vapour Violet - S / Vapour Violet,703,1,0,0
Kids Cotton Ankle Legging - 20 / Carbon Black,701,9,0,0
Viscose Ankle Legging - Candle Light,700,35,0,0
Cotton Ankle Legging - Bubble Gum - S / Bubble Gum,698,5,0,0
Flexi Kurti Pant - Pool Side - M / Pool Side,695,13,0,0
Cotton Stretch Straight Pant - Bubble Gum,694,53,1,698.999985
Solid Wrinkle Dress - Black - XS / Black,693,2,0,0
Saree Shaper - Navy Gloss - 2XL / Navy Gloss / Regular - Upto 5'4,690,114,0,0
Cotton Ankle Legging - Grand Turquoise - S / Grand Turquoise,687,8,0,0
Striped Palazzo - Moonlight Blue - S / Moonlight Blue,687,4,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Cherry Berry - XL / Cherry Berry,687,43,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Steel Grey - 2XL / Steel Grey,685,26,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Pink Shock - L / Pink Shock,684,33,0,0
Dolphin Printed Collared Co-ord Set - Ensign Blue,683,45,0,0
Cotton Ankle Legging - Cinnamon - S / Cinnamon,681,5,0,0
Sleek Kurti Pant - Cactus - S / Cactus,679,2,0,0
Viscose Ankle Legging - Sugar Cookie - S / Sugar Cookie,679,3,0,0
Cotton Ankle Legging - Golden Brown - S / Golden Brown,678,5,0,0
Cotton Kurti Pant - La Burgandy - XL / La Burgandy,678,61,0,0
Cotton Ankle Legging - Deep Purple - S / Deep Purple,676,4,0,0
Shimmer Legging - Rosy Brown - XL / Rosy Brown,676,72,0,0
Secura Shorts - Navy,674,44,0,0
Cotton Churidar Legging - La Burgandy - S / La Burgandy,672,2,0,0
Kids Printed Shorts Co-ord - Pink,672,17,0,0
Cotton Stretch Straight Pant - Cherry Berry,670,73,1,698.999985
Cotton Ankle Legging - Anthrazite Grey - S / Anthrazite Grey,667,26,0,0
Viscose Kurti Pant - Caramel Custard - 2XL / Caramel Custard,665,180,0,0
Shimmer Legging - Bronze Medal,664,19,0,0
Solid Knitted Palazzo Pants - Wild Rose - S / Wild Rose,664,1,0,0
Shimmer Legging - Gold Mine - L / Gold Mine,658,132,0,0
Saree Shaper - Watermelon - L / Watermelon / Regular - Upto 5'4,657,92,0,0
Shimmer Legging - Rosy Brown - L / Rosy Brown,657,90,0,0
Cotton Churidar Legging - Mid Lavender - S / Mid Lavender,655,5,0,0
Cotton Ankle Legging - Grape Vine - S / Grape Vine,652,7,0,0
Saree Shaper - Navy Gloss - L / Navy Gloss / Regular - Upto 5'4,652,116,0,0
Sleek Kurti Pant - Navy Classic - S / Navy Classic,652,1,0,0
Cotton Stretch Straight Pant - Deep Navy,648,38,0,0
Cotton Ankle Legging - Olive,647,104,1,548.999957
Cotton Capri Legging - Navy Classic - 2XL / Navy Classic,645,58,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Pink Shock - S / Pink Shock,642,13,0,0
Cotton Ankle Legging - Burgandy - S / Burgandy,641,6,0,0
Cotton Ankle Legging - Pool Side - S / Pool Side,639,8,0,0
Cotton Churidar Legging - Green Tree - S / Green Tree,639,6,0,0
Solid Cotton Straight Pant - Navy - S / Navy,639,3,0,0
Viscose Kurti Pant - ButterScotch - L / ButterScotch,639,211,0,0
Cotton Ankle Legging - Tropical Punch - S / Tropical Punch,636,3,0,0
Saree Shaper - Valentine - L / Valentine / Regular - Upto 5'4,636,142,0,0
Secura Shorts - Natural Skin,635,79,0,0
Cotton Stretch Straight Pant - Rose Dust - L / Rose Dust,634,28,0,0
Oversize Tee – Pale Blue,634,79,0,0
Shrug Classic - Lavender - XL / Lavender,633,11,0,0
Oversize Tee - Jet Black - XS / Jet Black,632,6,0,0
Shimmer Legging - Pearly Vanilla - XL / Pearly Vanilla,631,57,0,0
Shrug Lace - Teal Blue - S / Teal Blue,631,4,0,0
Matching Shawl - Butter Scotch - Butter Scotch,630,63,0,0
Shimmer Legging - Soul Gem - XL / Soul Gem,630,51,0,0
Active T-Shirt - Black - S / Black,628,6,0,0
Cotton Churidar Legging - Creme De La Creme - S / Creme De La Creme,628,4,0,0
Koala Printed Co-ord Pants Set - Black - S / Jet Black,628,21,0,0
Textured Night Pant - Rosy Brown - 2XL / Rosy Brown,626,62,0,0
Solid Night Pant - Charcoal Grey - L / Charcoal Grey,625,47,0,0
Strawberry Printed Striped  Co-ord Set - Salsa Rosa - S / Salsa Rosa,625,4,0,0
Shimmer Legging - Navy Gloss,624,67,0,0
Shimmer Shawl - Gold Dust,622,51,0,0
Shrug Classic - Light Pink - S / Light Pink,622,3,0,0
Shrug Lace - Maroon - XL / Maroon,622,12,0,0
Coloured Jegging - Navy classic - S / Navy classic,620,4,0,0
Oversize Tee – Chocolate Fondant,620,118,0,0
Shimmer Legging - Valentine,620,53,0,0
Flexi Kurti Pant - Steel Grey,618,66,0,0
Matching Shawl - Cherry Berry - Cherry Berry,618,104,0,0
Polka dots Night Pants - Black - XS / Jet Black,617,8,0,0
Cotton Ankle Legging - Sweet Corn - S / Sweet Corn,616,6,0,0
Cotton Churidar Legging - Olive - S / Olive,615,3,0,0
